,Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations,Year,dates_proccessed,Suspect Surrendered,Suspect Captured,Suspects Suicide,Suspects Killed by Cop,Police Action Index,Police Action Index Normalized
894,1686222,"May 23, 2020",Texas,Houston,2900 Travis St,0,4,0,0,0,,2020,2020-05-23,0,0,0,0,-0.2,-0.00030513387748874824
895,1686615,"May 23, 2020",Illinois,Rock Island,800 14 1/2 St,1,4,0,0,0,,2020,2020-05-23,0,0,0,0,-0.4,-0.0006102677549774965
896,1687027,"May 23, 2020",South Carolina,Jonesville,100 block of Dover Rd,2,5,0,0,2,,2020,2020-05-23,0,2,0,0,1.35,0.002059653673049051
897,1687108,"May 23, 2020",North Carolina,Charlotte,4900 Block of Albemarle Rd,0,6,0,0,0,,2020,2020-05-23,0,0,0,0,-0.30000000000000004,-0.0004577008162331224
898,1687097,"May 23, 2020",Michigan,Flint,4100 block of Minerva St,1,3,0,0,0,,2020,2020-05-23,0,0,0,0,-0.35000000000000003,-0.0005339842856053094
899,1686414,"May 23, 2020",Florida,Fort Lauderdale (Lauderhill),7776 NW 44th St,0,5,0,0,0,,2020,2020-05-23,0,0,0,0,-0.25,-0.00038141734686093526
900,1686747,"May 23, 2020",Florida,Daytona Beach,13 S Atlantic Ave,0,6,0,0,0,,2020,2020-05-23,0,0,0,0,-0.30000000000000004,-0.0004577008162331224
901,1686685,"May 23, 2020",Illinois,Chicago,3911 W Grenshaw St,1,3,0,0,0,,2020,2020-05-23,0,0,0,0,-0.35000000000000003,-0.0005339842856053094
902,1687381,"May 23, 2020",Mississippi,Jackson,2300 block of Oakhurst Dr,1,3,0,1,1,,2020,2020-05-23,0,1,0,0,0.6499999999999999,0.0009916851018384315
903,1686015,"May 22, 2020",Ohio,Cleveland,11921 Miles Ave,1,3,0,0,0,,2020,2020-05-22,0,0,0,0,-0.35000000000000003,-0.0005339842856053094
904,1683810,"May 20, 2020",Texas,Houston,6918 Landor St,1,3,1,0,0,,2020,2020-05-20,0,0,1,0,-0.050000000000000044,-7.628346937218713e-05
905,1683653,"May 19, 2020",Illinois,Decatur,300 block of West Leafland Ave,0,5,0,0,0,,2020,2020-05-19,0,0,0,0,-0.25,-0.00038141734686093526
906,1682322,"May 18, 2020",California,Bakersfield,901 W Columbus St,0,5,0,0,0,,2020,2020-05-18,0,0,0,0,-0.25,-0.00038141734686093526
907,1681602,"May 17, 2020",South Carolina,Charleston,23 Cannon St,0,4,0,0,0,,2020,2020-05-17,0,0,0,0,-0.2,-0.00030513387748874824
908,1682233,"May 17, 2020",South Carolina,Saint Matthews,100 block of Bugleflower Ln,3,1,1,0,0,,2020,2020-05-17,0,0,1,0,-0.35000000000000014,-0.0005339842856053096
909,1681588,"May 16, 2020",Louisiana,Bogalusa,Martin Luther King Dr and E 4th St,0,13,0,0,0,,2020,2020-05-16,0,0,0,0,-0.65,-0.0009916851018384317
910,1686369,"May 15, 2020",Florida,Gainesville,2305 SE Hawthorne Rd,0,5,0,0,1,,2020,2020-05-15,0,1,0,0,0.75,0.001144252040582806
911,1850080,"May 15, 2020",Pennsylvania,Philadelphia,4300 block of Germantown Ave,0,4,0,0,0,,2020,2020-05-15,0,0,0,0,-0.2,-0.00030513387748874824
912,1680027,"May 14, 2020",New Mexico,Albuquerque,820 Louisiana SE,0,5,0,0,1,,2020,2020-05-14,0,1,0,0,0.75,0.001144252040582806
913,1679086,"May 13, 2020",Illinois,Rockford,2914 W State St,1,4,0,0,0,,2020,2020-05-13,0,0,0,0,-0.4,-0.0006102677549774965
914,1678589,"May 13, 2020",Kentucky,Garrison,6151 Kinney Rd,1,4,0,0,1,,2020,2020-05-13,0,1,0,0,0.6,0.0009154016324662447
915,1679356,"May 13, 2020",Tennessee,Memphis,3500 block of Commerce Cir,0,4,0,0,0,,2020,2020-05-13,0,0,0,0,-0.2,-0.00030513387748874824
916,1677566,"May 11, 2020",Alabama,Montgomery,Rosa Parks Ave and Courtland Dr,0,4,0,0,0,,2020,2020-05-11,0,0,0,0,-0.2,-0.00030513387748874824
917,1676515,"May 10, 2020",Louisiana,Baton Rouge,2944 Plank Rd,0,5,0,0,2,,2020,2020-05-10,0,2,0,0,1.75,0.002669921428026547
918,1676579,"May 10, 2020",Texas,Fort Worth,4750 Wilbarger St,0,5,0,0,10,,2020,2020-05-10,0,10,0,0,9.75,0.014875276527576475
919,1676746,"May 10, 2020",Texas,Katy,18000 block of Bonners Park Cir,0,5,0,1,0,,2020,2020-05-10,0,0,0,0,-0.25,-0.00038141734686093526
920,1676121,"May 9, 2020",Missouri,Saint Louis,3500 block of Arkansas Ave,0,4,0,0,0,,2020,2020-05-09,0,0,0,0,-0.2,-0.00030513387748874824
921,1674802,"May 7, 2020",Maryland,Baltimore,5100 block of Stafford Rd,0,4,0,0,0,,2020,2020-05-07,0,0,0,0,-0.2,-0.00030513387748874824
922,1673989,"May 6, 2020",Texas,Houston,14200 block of Bridgeport Rd,3,1,0,0,1,,2020,2020-05-06,0,1,0,0,0.34999999999999987,0.0005339842856053092
923,1674299,"May 6, 2020",Tennessee,Memphis,4000 block of Barron Ave,2,2,0,0,1,,2020,2020-05-06,0,1,0,0,0.5,0.0007628346937218705
924,1673633,"May 6, 2020",Georgia,Albany,1900 block of Meadow Dr,1,3,0,0,9,,2020,2020-05-06,0,9,0,0,8.65,0.013197040201388361
925,1671289,"May 3, 2020",Ohio,Columbus,300 block of S Ashburton Rd,0,4,0,0,0,,2020,2020-05-03,0,0,0,0,-0.2,-0.00030513387748874824
926,1671624,"May 3, 2020",Florida,Jacksonville,2100 block of Brooklyn Rd,1,3,0,0,0,,2020,2020-05-03,0,0,0,0,-0.35000000000000003,-0.0005339842856053094
927,1671078,"May 3, 2020",Illinois,Chicago,3700 W 13th St,0,5,0,0,0,,2020,2020-05-03,0,0,0,0,-0.25,-0.00038141734686093526
928,1670970,"May 2, 2020",Pennsylvania,Philadelphia,200 block of S Cecil St,0,4,0,0,0,,2020,2020-05-02,0,0,0,0,-0.2,-0.00030513387748874824
929,1668470,"April 29, 2020",Indiana,Indianapolis,451 E Stop 11 Rd,0,4,0,0,0,,2020,2020-04-29,0,0,0,0,-0.2,-0.00030513387748874824
930,1666945,"April 27, 2020",Wisconsin,Milwaukee,2800 block of N 12th St,5,0,0,0,1,,2020,2020-04-27,0,1,0,0,0.0,0.0
931,1666461,"April 26, 2020",New York,Troy,Jefferson St and 3rd St,0,4,0,0,0,,2020,2020-04-26,0,0,0,0,-0.2,-0.00030513387748874824
932,1666600,"April 26, 2020",North Carolina,Salisbury,900 block of E Lafayette St,1,4,0,0,1,,2020,2020-04-26,0,1,0,0,0.6,0.0009154016324662447
933,1666327,"April 25, 2020",Florida,Orlando,Elese St and Deerock Dr,1,4,0,0,0,,2020,2020-04-25,0,0,0,0,-0.4,-0.0006102677549774965
934,1665834,"April 25, 2020",Tennessee,Memphis,500 block of Josephine St,0,7,0,0,0,,2020,2020-04-25,0,0,0,0,-0.35000000000000003,-0.0005339842856053094
935,1664933,"April 24, 2020",Texas,Houston,4714 Ward St,3,1,0,0,1,,2020,2020-04-24,0,1,0,0,0.34999999999999987,0.0005339842856053092
936,1665735,"April 24, 2020",Indiana,Fort Wayne,3233 Diplomat Dr,0,4,0,0,1,,2020,2020-04-24,0,1,0,0,0.8,0.001220535509954993
937,1661537,"April 18, 2020",Maryland,Hyattsville,7500 block of Courtney Pl,2,2,0,0,1,,2020,2020-04-18,0,1,0,0,0.5,0.0007628346937218705
938,1660797,"April 17, 2020",North Carolina,Greensboro,4400 block of Beckford Dr,1,3,0,0,1,,2020,2020-04-17,0,1,0,0,0.6499999999999999,0.0009916851018384315
939,1661218,"April 17, 2020",Massachusetts,Springfield,College St,1,4,0,0,3,,2020,2020-04-17,0,3,0,0,2.6,0.003966740407353727
940,1659862,"April 16, 2020",Pennsylvania,Philadelphia,Bustleton Ave and St Vincent St,0,4,0,0,1,,2020,2020-04-16,0,1,0,0,0.8,0.001220535509954993
941,1659966,"April 15, 2020",Mississippi,Jackson,1200 block of Wood Village Dr,1,3,0,0,0,,2020,2020-04-15,0,0,0,0,-0.35000000000000003,-0.0005339842856053094
942,1656873,"April 11, 2020",California,Bakersfield,Pioneer Rd and Sterling Rd,0,6,0,0,0,,2020,2020-04-11,0,0,0,0,-0.30000000000000004,-0.0004577008162331224
943,1656265,"April 10, 2020",Michigan,Muskegon,800 block of Oak St,0,4,0,0,1,,2020,2020-04-10,0,1,0,0,0.8,0.001220535509954993
944,1654971,"April 8, 2020",South Carolina,Greenwood,1522 Parkway,1,3,0,0,0,,2020,2020-04-08,0,0,0,0,-0.35000000000000003,-0.0005339842856053094
945,1655674,"April 8, 2020",Michigan,Detroit,1200 block of Payton St,0,4,0,0,0,,2020,2020-04-08,0,0,0,0,-0.2,-0.00030513387748874824
946,1656373,"April 8, 2020",Alaska,Anchorage,10600 block of Elmore Rd,0,4,0,0,0,,2020,2020-04-08,0,0,0,0,-0.2,-0.00030513387748874824
947,1654341,"April 7, 2020",Illinois,Chicago,86th Street and Damen Avenue,1,3,0,0,0,,2020,2020-04-07,0,0,0,0,-0.35000000000000003,-0.0005339842856053094
948,1652642,"April 5, 2020",New York,Brooklyn,181 Rockaway Pky,0,4,0,0,0,,2020,2020-04-05,0,0,0,0,-0.2,-0.00030513387748874824
949,1652734,"April 5, 2020",California,Los Angeles,89th St and Hobart Ave,1,3,0,0,0,,2020,2020-04-05,0,0,0,0,-0.35000000000000003,-0.0005339842856053094
950,1653012,"April 5, 2020",South Carolina,Lancaster,Mahaffey Line Dr,1,4,0,0,0,,2020,2020-04-05,0,0,0,0,-0.4,-0.0006102677549774965
951,1652073,"April 4, 2020",Texas,Lubbock,2107 49th St,2,2,0,0,2,,2020,2020-04-04,0,2,0,0,1.5,0.002288504081165612
952,1652601,"April 4, 2020",Texas,Vidor,100 block of Hebert St,0,4,0,0,1,,2020,2020-04-04,0,1,0,0,0.8,0.001220535509954993
953,1652328,"April 4, 2020",Florida,Hialeah,W 69th St and 24th Ave,0,4,1,0,0,,2020,2020-04-04,0,0,0,1,0.39999999999999997,0.0006102677549774964
954,1651742,"April 3, 2020",Kentucky,Louisville,1000 block of Cecil Ave,0,4,0,0,0,,2020,2020-04-03,0,0,0,0,-0.2,-0.00030513387748874824
955,1649473,"March 31, 2020",Georgia,Macon,571 Moreland Ave,3,1,0,0,1,,2020,2020-03-31,1,0,0,0,0.1499999999999999,0.00022885040811656103
956,1648832,"March 30, 2020",Pennsylvania,Philadelphia,2000 block of W Harold St,0,5,0,0,0,,2020,2020-03-30,0,0,0,0,-0.25,-0.00038141734686093526
957,1648205,"March 29, 2020",Georgia,Atlanta,Ponce de Leon Ave and Parkway Dr,0,4,0,0,0,,2020,2020-03-29,0,0,0,0,-0.2,-0.00030513387748874824
958,1647661,"March 28, 2020",Maryland,Baltimore,1100 block of Washington Blvd,1,3,0,0,0,,2020,2020-03-28,0,0,0,0,-0.35000000000000003,-0.0005339842856053094
959,1644111,"March 23, 2020",Texas,San Antonio,6700 block of Hickory Springs Dr,0,4,0,0,0,,2020,2020-03-23,0,0,0,0,-0.2,-0.00030513387748874824
960,1643775,"March 22, 2020",South Carolina,Hanahan,Edinburgh Drive,0,4,0,0,6,,2020,2020-03-22,0,6,0,0,5.8,0.008848882447173698
961,1643157,"March 20, 2020",Virginia,Norfolk,800 block of Lincoln St,0,4,0,0,0,,2020,2020-03-20,0,0,0,0,-0.2,-0.00030513387748874824
962,1642826,"March 20, 2020",Missouri,Saint Louis,1923 Prairie Ave,0,4,0,0,0,,2020,2020-03-20,0,0,0,0,-0.2,-0.00030513387748874824
963,1641923,"March 18, 2020",Florida,Jacksonville,11501 Harts Rd,1,4,0,0,0,,2020,2020-03-18,0,0,0,0,-0.4,-0.0006102677549774965
964,1641216,"March 17, 2020",Maryland,Baltimore,300 block of McMechen St,0,7,0,0,0,,2020,2020-03-17,0,0,0,0,-0.35000000000000003,-0.0005339842856053094
965,1640317,"March 15, 2020",Missouri,Springfield,2885 E Chestnut Expressway,4,2,1,0,0,,2020,2020-03-15,0,0,1,0,-0.6000000000000001,-0.0009154016324662448
966,1640295,"March 15, 2020",North Carolina,Moncure,842 Moncure Flatwood Rd,6,0,1,0,0,,2020,2020-03-15,0,0,1,0,-0.9000000000000001,-0.0013731024486993671
967,1640007,"March 14, 2020",Michigan,Saginaw,4107 Gallagher St,2,2,0,0,1,,2020,2020-03-14,0,1,0,0,0.5,0.0007628346937218705
968,1639542,"March 14, 2020",New Mexico,Albuquerque,620 block of Arno SE,1,3,0,0,6,,2020,2020-03-14,0,6,0,0,5.65,0.008620032039057137
969,1639413,"March 13, 2020",Illinois,Rockford,4104 Auburn St,0,4,0,0,1,,2020,2020-03-13,0,1,0,0,0.8,0.001220535509954993
970,1640278,"March 13, 2020",Louisiana,New Orleans (Algiers),Wagner St and Hero Blvd,0,5,0,0,0,,2020,2020-03-13,0,0,0,0,-0.25,-0.00038141734686093526
971,1637520,"March 10, 2020",Pennsylvania,Chester,200 block of Broomall Street,2,2,0,0,0,,2020,2020-03-10,0,0,0,0,-0.5,-0.0007628346937218705
972,1636471,"March 8, 2020",Illinois,South Holland,I-94 and E 162nd St,0,4,0,0,0,,2020,2020-03-08,0,0,0,0,-0.2,-0.00030513387748874824
973,1635796,"March 8, 2020",Maryland,Rosedale,6247 Kenwood Ave,1,5,0,0,2,,2020,2020-03-08,0,2,0,0,1.55,0.0023647875505377986
974,1636564,"March 8, 2020",California,Ceres,3600 block of Spruce Ave,1,3,0,0,2,,2020,2020-03-08,0,2,0,0,1.65,0.002517354489282173
975,1635750,"March 7, 2020",Ohio,Cleveland,3804 E 93rd St,1,18,0,0,0,,2020,2020-03-07,0,0,0,0,-1.1,-0.0016782363261881154
976,1635411,"March 7, 2020",Illinois,Chicago,900 block of E 79th St,0,7,0,0,2,,2020,2020-03-07,0,2,0,0,1.65,0.002517354489282173
977,1635118,"March 6, 2020",District of Columbia,Washington,6219 Dix St NE,0,6,0,0,0,,2020,2020-03-06,0,0,0,0,-0.30000000000000004,-0.0004577008162331224
978,1634128,"March 4, 2020",California,Tulare,111 W Tulare Ave,1,5,0,0,0,,2020,2020-03-04,0,0,0,0,-0.45,-0.0006865512243496836
979,1631040,"February 29, 2020",Missouri,Kansas City,510 Westport Rd,1,4,0,0,4,,2020,2020-02-29,0,4,0,0,3.6,0.0054924097947974685
980,1631831,"February 29, 2020",Colorado,Brighton,Starr Ln and County Rd 2,0,5,0,0,3,,2020,2020-02-29,0,3,0,0,2.75,0.004195590815470288
981,1629488,"February 26, 2020",Wisconsin,Milwaukee,3939 W Highland Blvd,5,0,1,0,0,,2020,2020-02-26,0,0,1,0,-0.7,-0.0010679685712106186
982,1629042,"February 25, 2020",Illinois,Chicago,1238 E 79th St,1,4,0,0,1,,2020,2020-02-25,0,1,0,0,0.6,0.0009154016324662447
983,1627335,"February 23, 2020",North Carolina,Clarkton,71 Tina Ln,3,1,0,0,1,,2020,2020-02-23,0,1,0,0,0.34999999999999987,0.0005339842856053092
984,1627713,"February 23, 2020",Texas,Houston,8712 Airline Dr,0,7,0,0,1,,2020,2020-02-23,0,1,0,0,0.6499999999999999,0.0009916851018384315
985,1625553,"February 20, 2020",Idaho,Caldwell,4321 S 10th Ave,1,3,1,0,0,,2020,2020-02-20,0,0,1,0,-0.050000000000000044,-7.628346937218713e-05
986,1625787,"February 20, 2020",North Carolina,Greensboro,Martin Luther King Jr Ave and Randolph Dr,0,4,0,0,0,,2020,2020-02-20,0,0,0,0,-0.2,-0.00030513387748874824
987,1623696,"February 17, 2020",Mississippi,Port Gibson,8027 Hwy 61,2,2,0,0,1,,2020,2020-02-17,0,1,0,0,0.5,0.0007628346937218705
988,1622406,"February 16, 2020",Connecticut,Hartford,451 Franklin Ave,1,4,0,1,1,,2020,2020-02-16,0,1,0,0,0.6,0.0009154016324662447
989,1622962,"February 16, 2020",Florida,Pensacola,517 W Gadsden St,1,4,0,0,0,,2020,2020-02-16,0,0,0,0,-0.4,-0.0006102677549774965
990,1622340,"February 15, 2020",Louisiana,New Orleans,Dryades St and 2nd St,0,4,0,0,0,,2020,2020-02-15,0,0,0,0,-0.2,-0.00030513387748874824
991,1622233,"February 15, 2020",Tennessee,Memphis,2800 block of Riverport Rd,0,7,0,0,1,,2020,2020-02-15,0,1,0,0,0.6499999999999999,0.0009916851018384315
992,1621821,"February 14, 2020",Illinois,Chicago,6500 block of S King Dr,0,6,0,0,0,,2020,2020-02-14,0,0,0,0,-0.30000000000000004,-0.0004577008162331224
993,1619064,"February 10, 2020",Delaware,Dover,200 block of W Reed St,1,4,0,0,0,,2020,2020-02-10,0,0,0,0,-0.4,-0.0006102677549774965
994,1616964,"February 8, 2020",Texas,Houston,1000 block of Calvin St,1,3,0,0,0,,2020,2020-02-08,0,0,0,0,-0.35000000000000003,-0.0005339842856053094
995,1615155,"February 5, 2020",Indiana,Indianapolis,4100 block of Shady Oak Dr,4,0,0,0,4,,2020,2020-02-05,0,4,0,0,3.2,0.004882142039819972
996,1612716,"February 3, 2020",California,Lebec,8968 Grapevine Rd,1,5,0,0,1,,2020,2020-02-03,1,0,0,0,0.35000000000000003,0.0005339842856053094
997,1613020,"February 3, 2020",Maine,Machias,323 Kennebec Rd,3,1,0,0,1,,2020,2020-02-03,0,1,0,0,0.34999999999999987,0.0005339842856053092
998,1612597,"February 1, 2020",Mississippi,Philadelphia,257 W Beacon St,0,4,0,0,0,,2020,2020-02-01,0,0,0,0,-0.2,-0.00030513387748874824
999,1611037,"January 31, 2020",Florida,Boynton Beach,200 block of NE 1st Ct,1,3,0,0,2,,2020,2020-01-31,0,2,0,0,1.65,0.002517354489282173
1000,1611563,"January 31, 2020",California,Delano,Hiett Ave and County Line Rd,1,4,0,0,0,,2020,2020-01-31,0,0,0,0,-0.4,-0.0006102677549774965
1001,1610782,"January 31, 2020",Louisiana,Shreveport,2000 Grimmett Dr,0,4,0,0,0,,2020,2020-01-31,0,0,0,0,-0.2,-0.00030513387748874824
1002,1610240,"January 30, 2020",California,Merced,100 block of W 18th St,0,4,0,0,1,,2020,2020-01-30,0,1,0,0,0.8,0.001220535509954993
1003,1606554,"January 27, 2020",Connecticut,Bridgeport,172 Golden Hill St,0,4,0,0,5,,2020,2020-01-27,0,5,0,0,4.8,0.007323213059729957
1004,1605948,"January 26, 2020",Missouri,Cape Girardeau,631 S Sprigg St,0,5,0,0,1,,2020,2020-01-26,0,1,0,0,0.75,0.001144252040582806
1005,1605752,"January 26, 2020",South Carolina,Hartsville,115 W Camden Ave,3,3,0,0,4,,2020,2020-01-26,0,4,0,0,3.25,0.004958425509192159
1006,1605798,"January 26, 2020",New York,Newburgh,1571 NY-300,3,1,0,0,1,,2020,2020-01-26,0,1,0,0,0.34999999999999987,0.0005339842856053092
1007,1605770,"January 26, 2020",North Carolina,Salisbury,1935 Jake Alexander Blvd,0,6,0,0,0,,2020,2020-01-26,0,0,0,0,-0.30000000000000004,-0.0004577008162331224
1008,1606476,"January 24, 2020",North Carolina,Vanceboro,107 Kinshaw Ct,4,0,1,0,0,,2020,2020-01-24,0,0,1,0,-0.5,-0.0007628346937218705
1009,1603241,"January 22, 2020",Washington,Seattle,1530 3rd Ave,1,6,0,1,2,,2020,2020-01-22,0,2,0,0,1.5,0.002288504081165612
1010,1600522,"January 19, 2020",Texas,San Antonio,1011 Avenue B,2,5,0,0,1,,2020,2020-01-19,0,1,0,0,0.35,0.0005339842856053093
1011,1600787,"January 19, 2020",Missouri,Kansas City,4802 Noland Rd,1,15,1,0,0,,2020,2020-01-19,0,0,0,1,-0.35,-0.0005339842856053093
1012,1600221,"January 19, 2020",Tennessee,Memphis,6761 Winchester Rd,1,4,0,0,1,,2020,2020-01-19,0,1,0,0,0.6,0.0009154016324662447
1013,1600350,"January 18, 2020",Texas,South Houston,700 block of Virginia St,2,2,0,0,0,,2020,2020-01-18,0,0,0,0,-0.5,-0.0007628346937218705
1014,1599331,"January 17, 2020",Utah,Grantsville,93 Eastmoor Dr,4,1,0,0,1,,2020,2020-01-17,0,1,0,0,0.1499999999999999,0.00022885040811656103
1015,1598447,"January 16, 2020",Illinois,Chicago,234 N Pulaski Rd,0,5,0,0,1,,2020,2020-01-16,0,1,0,0,0.75,0.001144252040582806
1016,1594173,"January 11, 2020",Colorado,Aurora,17158 E Adriatic Place,0,5,0,0,1,,2020,2020-01-11,0,1,0,0,0.75,0.001144252040582806
1017,1592655,"January 8, 2020",Mississippi,Bay Saint Louis,10 Bay Park Way,2,2,0,0,1,,2020,2020-01-08,0,1,0,0,0.5,0.0007628346937218705
1018,1588919,"January 5, 2020",Georgia,Atlanta,1008 Brady Ave NW,0,4,0,0,0,,2020,2020-01-05,0,0,0,0,-0.2,-0.00030513387748874824
1019,1588308,"January 4, 2020",Florida,Ocala,800 block of NW 6th Ter,1,3,0,0,0,,2020,2020-01-04,0,0,0,0,-0.35000000000000003,-0.0005339842856053094
1020,1586839,"January 2, 2020",New York,Brooklyn,6120 3rd Ave,0,4,0,0,1,,2020,2020-01-02,0,1,0,0,0.8,0.001220535509954993
1021,1585746,"January 1, 2020",Ohio,Cleveland,1437 St Clair Ave NE,0,4,0,0,1,,2020,2020-01-01,0,1,0,0,0.8,0.001220535509954993
1022,1585394,"January 1, 2020",West Virginia,Huntington,1113 4th Ave,0,7,0,0,1,,2020,2020-01-01,0,1,0,0,0.6499999999999999,0.0009916851018384315
1023,1585894,"January 1, 2020",Missouri,Saint Louis,3000 block of S Jefferson Ave,3,2,0,0,0,,2020,2020-01-01,0,0,0,0,-0.7000000000000001,-0.0010679685712106188
1024,2201535,"December 31, 2021",Maryland,Capitol Heights,Cindy Ln,0,4,0,0,0,,2021,2021-12-31,0,0,0,0,-0.2,-0.00030513387748874824
1025,2201716,"December 31, 2021",Mississippi,Gulfport,1200 block of Lewis Ave,4,3,0,0,6,,2021,2021-12-31,0,6,0,0,5.05,0.0077046304065908925
1026,2201216,"December 31, 2021",California,Los Angeles,10211 S. Avalon Blvd,0,6,0,0,0,,2021,2021-12-31,0,0,0,0,-0.30000000000000004,-0.0004577008162331224
1027,2200968,"December 30, 2021",Pennsylvania,Philadelphia,5100 block of Germantown Ave,0,6,0,1,1,,2021,2021-12-30,0,1,0,0,0.7,0.0010679685712106186
1028,2201052,"December 30, 2021",Missouri,Kirksville,700 block of E Dodson St,3,1,0,0,2,,2021,2021-12-30,0,2,0,0,1.3499999999999999,0.0020596536730490504
1029,2198521,"December 27, 2021",Colorado,Denver,56 Broadway,5,2,1,0,0,,2021,2021-12-27,0,0,0,1,-0.5000000000000001,-0.0007628346937218707
1030,2200720,"December 27, 2021",Alabama,Mobile,3606 Moffett Rd,1,3,0,0,0,,2021,2021-12-27,0,0,0,0,-0.35000000000000003,-0.0005339842856053094
1031,2198014,"December 27, 2021",Ohio,Youngstown,2626 Tyrell Ave,1,3,0,0,2,,2021,2021-12-27,0,2,0,0,1.65,0.002517354489282173
1032,2197391,"December 26, 2021",Texas,Garland,730 W Walnut St,3,1,0,0,1,,2021,2021-12-26,0,1,0,0,0.34999999999999987,0.0005339842856053092
1033,2198071,"December 26, 2021",New York,Buffalo,1300 block of Jefferson Ave,0,4,0,0,0,,2021,2021-12-26,0,0,0,0,-0.2,-0.00030513387748874824
1034,2197178,"December 26, 2021",Virginia,Clear Brook,I-81 and Visitor Center Loop,0,4,1,0,0,,2021,2021-12-26,0,0,1,0,0.09999999999999998,0.00015256693874437407
1035,2197421,"December 26, 2021",Mississippi,Fayette,225 Community Dr,1,6,0,0,1,,2021,2021-12-26,0,1,0,0,0.5,0.0007628346937218705
1036,2197328,"December 26, 2021",Pennsylvania,Philadelphia,800 block of W Clearfield St,0,4,0,0,0,,2021,2021-12-26,0,0,0,0,-0.2,-0.00030513387748874824
1037,2196827,"December 25, 2021",Louisiana,Lafayette,2106 NW Evangeline Trwy,0,4,0,0,0,,2021,2021-12-25,0,0,0,0,-0.2,-0.00030513387748874824
1038,2196434,"December 24, 2021",Georgia,Roswell,401 Huntington Dr,1,3,0,0,1,,2021,2021-12-24,0,1,0,0,0.6499999999999999,0.0009916851018384315
1039,2196267,"December 24, 2021",Pennsylvania,Pittsburgh,7300 block of Schoyer St,0,5,0,1,1,,2021,2021-12-24,0,1,0,0,0.75,0.001144252040582806
1040,2196839,"December 24, 2021",New York,Brooklyn,1031 Nostrand Ave,0,4,0,0,0,,2021,2021-12-24,0,0,0,0,-0.2,-0.00030513387748874824
1041,2193049,"December 19, 2021",Illinois,Lovejoy (Brooklyn),213 Madison St,1,3,0,0,0,,2021,2021-12-19,0,0,0,0,-0.35000000000000003,-0.0005339842856053094
1042,2192046,"December 17, 2021",Maryland,Baltimore,1300 block of W North Ave,1,4,0,0,1,,2021,2021-12-17,0,1,0,0,0.6,0.0009154016324662447
1043,2191683,"December 17, 2021",Virginia,Portsmouth,4105 Portsmouth Blvd,0,4,0,0,0,,2021,2021-12-17,0,0,0,0,-0.2,-0.00030513387748874824
1044,2191752,"December 17, 2021",Maryland,Baltimore,600 block of Laurens St,1,3,0,0,1,,2021,2021-12-17,0,1,0,0,0.6499999999999999,0.0009916851018384315
1045,2188999,"December 13, 2021",California,Fresno,E Normal Ave and Mayfair Dr S,0,4,0,0,0,,2021,2021-12-13,0,0,0,0,-0.2,-0.00030513387748874824
1046,2188843,"December 13, 2021",Pennsylvania,Philadelphia,3400 block of Emerald St,0,4,0,0,0,,2021,2021-12-13,0,0,0,0,-0.2,-0.00030513387748874824
1047,2188260,"December 13, 2021",North Carolina,Durham,Eugene St and Mathison St,2,4,0,0,0,,2021,2021-12-13,0,0,0,0,-0.6000000000000001,-0.0009154016324662448
1048,2187939,"December 12, 2021",Mississippi,Bolton,6274 W Northside Dr,0,6,0,0,0,,2021,2021-12-12,0,0,0,0,-0.30000000000000004,-0.0004577008162331224
1049,2190367,"December 12, 2021",Florida,Tampa,Alaska Ave,0,5,0,0,1,,2021,2021-12-12,0,1,0,0,0.75,0.001144252040582806
1050,2187990,"December 12, 2021",Texas,Baytown,1403 N Market Loop,1,13,0,0,0,,2021,2021-12-12,0,0,0,0,-0.8500000000000001,-0.00129681897932718
1051,2188066,"December 12, 2021",Virginia,Woodbridge,13989 Jefferson Davis Hwy,0,4,0,0,0,,2021,2021-12-12,0,0,0,0,-0.2,-0.00030513387748874824
1052,2187027,"December 11, 2021",Illinois,River Grove,3111 River Rd,1,3,0,0,0,,2021,2021-12-11,0,0,0,0,-0.35000000000000003,-0.0005339842856053094
1053,2186517,"December 10, 2021",Michigan,Lansing,Miller Rd and Cedar St,1,3,0,0,1,,2021,2021-12-10,0,1,0,0,0.6499999999999999,0.0009916851018384315
1054,2187077,"December 10, 2021",Florida,Orlando,Jefferson St and Garden Ave,0,5,0,0,0,,2021,2021-12-10,0,0,0,0,-0.25,-0.00038141734686093526
1055,2186696,"December 10, 2021",North Carolina,Charlotte,3100 block of Marney Ave,0,5,0,0,1,,2021,2021-12-10,0,1,0,0,0.75,0.001144252040582806
1056,2186858,"December 9, 2021",Maryland,Capitol Heights,6700 Walker Mill Rd,0,4,0,0,0,,2021,2021-12-09,0,0,0,0,-0.2,-0.00030513387748874824
1057,2186246,"December 9, 2021",Wisconsin,Beloit,1900 block of Porter Ave,1,5,0,0,0,,2021,2021-12-09,0,0,0,0,-0.45,-0.0006865512243496836
1058,2183667,"December 6, 2021",Pennsylvania,Philadelphia,1500 block of N 29th St,0,4,0,0,0,,2021,2021-12-06,0,0,0,0,-0.2,-0.00030513387748874824
